IdLemma,Lemma,Forma,Coll.Geografica,Latitudine,Longitudine,Tipo coll.Geografica,Anno,Periodo,IDPeriodo,Datazione,Categoria,Frequenza,URL,IdAmbito
2105,aarìso,aariso,Firenze,"43,7696","11,2558",Città,1325,I quarto del XIV secolo,13,Sec. XIV primo quarto,Brodi brodetti minestre zuppe,2,https://www.atliteg.org/lemmi/aarso/2105,
4133,acciugata,acciugata,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Salse,2,https://www.atliteg.org/lemmi/acciugata/4133,
4133,acciugata,acciugata,Siena,"43,3188","11,3308",Città,1845,II quarto del XIX secolo,34,1845,Salse,1,https://www.atliteg.org/lemmi/acciugata/4133,
4133,acciugata,acciugata,Firenze,"43,7696","11,2558",Città,1874,III quarto del XIX secolo,35,1874,Salse,5,https://www.atliteg.org/lemmi/acciugata/4133,
4133,acciugata,acciugata,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Salse,1,https://www.atliteg.org/lemmi/acciugata/4133,
2121,aggiazzata,aggiazzate,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Dolci e dessert,1,https://www.atliteg.org/lemmi/aggiazzata/2121,
2121,aggiazzata,aggiazziata,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Dolci e dessert,1,https://www.atliteg.org/lemmi/aggiazzata/2121,
2121,aggiazzata,aggiazzata,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Dolci e dessert,16,https://www.atliteg.org/lemmi/aggiazzata/2121,
2106,agliata,alleata,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alleata,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Salse,4,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alleata,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alleatam,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alleatam,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alleatam,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,aggiada,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Toscana sud-orientale,#N/A,#N/A,Ambito geografico sub regionale,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,10
2106,agliata,agliata,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,2
2106,agliata,agliata,Lazio,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Salse,11,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Toscana,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Salse,13,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Napoli,"40,8518","14,2681",Città,1500,I quarto del XVI secolo,21,fine XV sec.-inizio XVI sec.,Salse,5,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Lombardia,#N/A,#N/A,Regione,1510,I quarto del XVI secolo,21,Sec. XVI inizio,Salse,14,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Ferrara,"44,8381","11,6198",Città,1549,II quarto del XVI secolo,22,1549,Salse,4,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Firenze,"43,7696","11,2558",Città,1560,III quarto del XVI secolo,23,1560,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Roma,"41,9028","12,4964",Città,1570,III quarto del XVI secolo,23,1570,Salse,7,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Salse,14,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Firenze,"43,7696","11,2558",Città,1675,IV quarto del XVII secolo,28,Fine XVII secolo,Salse,2,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Firenze,"43,7696","11,2558",Città,1874,III quarto del XIX secolo,35,1874,Salse,3,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,agliata,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Salse,18,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alliata,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,alliata,Ferrara,"44,8381","11,6198",Città,1549,II quarto del XVI secolo,22,1549,Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
2106,agliata,aggiadda,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Salse,1,https://www.atliteg.org/lemmi/agliata/2106,
32,agnolotto,agnellotti,Bologna,"44,4949","11,3426",Città,1791,IV quarto del XVIII secolo,32,1791,Paste e pastelli anche con ripieno,3,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnellotti,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Paste e pastelli anche con ripieno,2,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnellotti,Firenze,"43,7696","11,2558",Città,1874,III quarto del XIX secolo,35,1874,Paste e pastelli anche con ripieno,2,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnellotti,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Paste e pastelli anche con ripieno,2,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnolotti,Roma,"41,9028","12,4964",Città,1814,I quarto del XIX secolo,33,1814,Paste e pastelli anche con ripieno,3,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnelotti,Genova,"44,4056","8,9463",Città,1893,IV quarto del XIX secolo,36,"1893, 8ª ed.",Paste e pastelli anche con ripieno,6,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnelotti,Torino,"45,0703","7,6869",Città,1899,IV quarto del XIX secolo,36,1899,Paste e pastelli anche con ripieno,11,https://www.atliteg.org/lemmi/agnolotto/32,
32,agnolotto,agnellotto,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Paste e pastelli anche con ripieno,1,https://www.atliteg.org/lemmi/agnolotto/32,
5240,agresta,gresta,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta/5240,2
5240,agresta,gresta,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Condimenti vari,11,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Toscana sud-orientale,#N/A,#N/A,Ambito geografico sub regionale,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,7,https://www.atliteg.org/lemmi/agresta/5240,10
5240,agresta,agresta,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Condimenti vari,13,https://www.atliteg.org/lemmi/agresta/5240,2
5240,agresta,agresta,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Condimenti vari,9,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Napoli,"40,8518","14,2681",Città,1485,IV quarto del XV secolo,20,1485,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Fermo,"43,1617","13,7182",Città,1498,IV quarto del XV secolo,20,1497-98,Condimenti vari,19,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Lazio,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Condimenti vari,25,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Ferrara,"44,8381","11,6198",Città,1520,I quarto del XVI secolo,21,1520,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Lazio,#N/A,#N/A,Regione,1524,I quarto del XVI secolo,21,3 agosto 1524,Condimenti vari,21,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Firenze,"43,7696","11,2558",Città,1560,III quarto del XVI secolo,23,1560,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Roma,"41,9028","12,4964",Città,1570,III quarto del XVI secolo,23,1570,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Condimenti vari,83,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Roma,"41,9028","12,4964",Città,1627,II quarto del XVII secolo,26,1627,Condimenti vari,120,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Mantova,"45,1564","10,7913",Città,1662,III quarto del XVII secolo,27,1662,Condimenti vari,6,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Roma,"41,9028","12,4964",Città,1668,III quarto del XVII secolo,27,1668,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Condimenti vari,6,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Torino,"45,0703","7,6869",Città,1766,III quarto del XVIII secolo,31,1766,Condimenti vari,8,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Bologna,"44,4949","11,3426",Città,1791,IV quarto del XVIII secolo,32,1791,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Condimenti vari,64,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Macerata,"43,3006","13,453",Città,1820,I quarto del XIX secolo,33,"1820, 5ª ed. veneta",Condimenti vari,4,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Napoli,"40,8518","14,2681",Città,1852,III quarto del XIX secolo,35,"1852, 7ª ed.",Condimenti vari,1,https://www.atliteg.org/lemmi/agresta/5240,
5240,agresta,agresta,Milano,"45,4642","9,19",Città,1853,III quarto del XIX secolo,35,"1853, 3ª ed.",Condimenti vari,4,https://www.atliteg.org/lemmi/agresta/5240,
2108,agresta_1,agresta,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Condimenti vari,11,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Toscana sud-orientale,#N/A,#N/A,Ambito geografico sub regionale,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,7,https://www.atliteg.org/lemmi/agresta1/2108,10
2108,agresta_1,agresta,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Condimenti vari,13,https://www.atliteg.org/lemmi/agresta1/2108,2
2108,agresta_1,agresta,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Condimenti vari,9,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Napoli,"40,8518","14,2681",Città,1485,IV quarto del XV secolo,20,1485,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Fermo,"43,1617","13,7182",Città,1498,IV quarto del XV secolo,20,1497-98,Condimenti vari,19,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Lazio,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Condimenti vari,25,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Ferrara,"44,8381","11,6198",Città,1520,I quarto del XVI secolo,21,1520,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Lazio,#N/A,#N/A,Regione,1524,I quarto del XVI secolo,21,3 agosto 1524,Condimenti vari,21,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Firenze,"43,7696","11,2558",Città,1560,III quarto del XVI secolo,23,1560,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Roma,"41,9028","12,4964",Città,1570,III quarto del XVI secolo,23,1570,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Condimenti vari,83,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Roma,"41,9028","12,4964",Città,1627,II quarto del XVII secolo,26,1627,Condimenti vari,120,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Mantova,"45,1564","10,7913",Città,1662,III quarto del XVII secolo,27,1662,Condimenti vari,6,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Roma,"41,9028","12,4964",Città,1668,III quarto del XVII secolo,27,1668,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Condimenti vari,6,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Torino,"45,0703","7,6869",Città,1766,III quarto del XVIII secolo,31,1766,Condimenti vari,8,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Bologna,"44,4949","11,3426",Città,1791,IV quarto del XVIII secolo,32,1791,Condimenti vari,10,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Condimenti vari,64,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Macerata,"43,3006","13,453",Città,1820,I quarto del XIX secolo,33,"1820, 5ª ed. veneta",Condimenti vari,4,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Napoli,"40,8518","14,2681",Città,1852,III quarto del XIX secolo,35,"1852, 7ª ed.",Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agresta,Milano,"45,4642","9,19",Città,1853,III quarto del XIX secolo,35,"1853, 3ª ed.",Condimenti vari,4,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,gresta,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta1/2108,2
2108,agresta_1,gresta,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestam,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestam,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestam,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestata,Lombardia,#N/A,#N/A,Regione,1510,I quarto del XVI secolo,21,Sec. XVI inizio,Condimenti vari,2,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestata,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Condimenti vari,7,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestata,Roma,"41,9028","12,4964",Città,1627,II quarto del XVII secolo,26,1627,Condimenti vari,20,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestata,Firenze,"43,7696","11,2558",Città,1675,IV quarto del XVII secolo,28,Fine XVII secolo,Condimenti vari,4,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agrestata,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Condimenti vari,3,https://www.atliteg.org/lemmi/agresta1/2108,2
2108,agresta_1,agreste,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Toscana,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Ferrara,"44,8381","11,6198",Città,1549,II quarto del XVI secolo,22,1549,Condimenti vari,1,https://www.atliteg.org/lemmi/agresta1/2108,
2108,agresta_1,agreste,Milano,"45,4642","9,19",Città,1853,III quarto del XIX secolo,35,"1853, 3ª ed.",Condimenti vari,6,https://www.atliteg.org/lemmi/agresta1/2108,
5228,agresta_2,agresta,Napoli,"40,8518","14,2681",Città,1314,I quarto del XIV secolo,13,1308-1314,Salse,11,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Toscana sud-orientale,#N/A,#N/A,Ambito geografico sub regionale,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Salse,7,https://www.atliteg.org/lemmi/agresta2/5228,10
5228,agresta_2,agresta,Napoli,"40,8518","14,2681",Città,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Salse,10,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Italia mediana,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,fine XIV sec.-inizio XV sec.,Salse,13,https://www.atliteg.org/lemmi/agresta2/5228,2
5228,agresta_2,agresta,Bolzano,"46,4983","11,3548",Città,1465,III quarto del XV secolo,19,1461-1465,Salse,9,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Napoli,"40,8518","14,2681",Città,1485,IV quarto del XV secolo,20,1485,Salse,1,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Fermo,"43,1617","13,7182",Città,1498,IV quarto del XV secolo,20,1497-98,Salse,19,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Lazio,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Salse,2,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Salse,25,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Ferrara,"44,8381","11,6198",Città,1520,I quarto del XVI secolo,21,1520,Salse,2,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Lazio,#N/A,#N/A,Regione,1524,I quarto del XVI secolo,21,3 agosto 1524,Salse,21,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Firenze,"43,7696","11,2558",Città,1560,III quarto del XVI secolo,23,1560,Salse,10,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Roma,"41,9028","12,4964",Città,1570,III quarto del XVI secolo,23,1570,Salse,2,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Salse,83,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Roma,"41,9028","12,4964",Città,1627,II quarto del XVII secolo,26,1627,Salse,120,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Mantova,"45,1564","10,7913",Città,1662,III quarto del XVII secolo,27,1662,Salse,6,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Roma,"41,9028","12,4964",Città,1668,III quarto del XVII secolo,27,1668,Salse,1,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Sicilia,#N/A,#N/A,Regione,1748,II quarto del XVIII secolo,30,1748,Salse,6,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Torino,"45,0703","7,6869",Città,1766,III quarto del XVIII secolo,31,1766,Salse,8,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Bologna,"44,4949","11,3426",Città,1791,IV quarto del XVIII secolo,32,1791,Salse,10,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Salse,64,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Macerata,"43,3006","13,453",Città,1820,I quarto del XIX secolo,33,"1820, 5ª ed. veneta",Salse,4,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Napoli,"40,8518","14,2681",Città,1852,III quarto del XIX secolo,35,"1852, 7ª ed.",Salse,1,https://www.atliteg.org/lemmi/agresta2/5228,
5228,agresta_2,agresta,Milano,"45,4642","9,19",Città,1853,III quarto del XIX secolo,35,"1853, 3ª ed.",Salse,4,https://www.atliteg.org/lemmi/agresta2/5228,
5250,agrestata,agrestata,Lombardia,#N/A,#N/A,Regione,1510,I quarto del XVI secolo,21,Sec. XVI inizio,Salse,2,https://www.atliteg.org/lemmi/agrestata/5250,
5250,agrestata,agrestata,Roma,"41,9028","12,4964",Città,1609,I quarto del XVII secolo,25,1609,Salse,7,https://www.atliteg.org/lemmi/agrestata/5250,
5250,agrestata,agrestata,Roma,"41,9028","12,4964",Città,1627,II quarto del XVII secolo,26,1627,Salse,20,https://www.atliteg.org/lemmi/agrestata/5250,
5250,agrestata,agrestata,Firenze,"43,7696","11,2558",Città,1675,IV quarto del XVII secolo,28,Fine XVII secolo,Salse,4,https://www.atliteg.org/lemmi/agrestata/5250,
5250,agrestata,agrestata,Napoli,"40,8518","14,2681",Città,1820,I quarto del XIX secolo,33,"1820, 6ª ed.",Salse,1,https://www.atliteg.org/lemmi/agrestata/5250,
6534,agresto,agrestone,Roma,"41,9028","12,4964",Città,1814,I quarto del XIX secolo,33,1814,Condimenti vari,2,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Firenze,"43,7696","11,2558",Città,1325,I quarto del XIV secolo,13,Sec. XIV primo quarto,Condimenti vari,15,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Toscana sud-orientale,#N/A,#N/A,Ambito geografico sub regionale,1366,III quarto del XIV secolo,15,Sec. XIV secondo terzo,Condimenti vari,6,https://www.atliteg.org/lemmi/agresto/6534,10
6534,agresto,agresto,Toscana occidentale,#N/A,#N/A,Ambito geografico sub regionale,1397,IV quarto del XIV secolo,16,Sec. XIV seconda metà,Condimenti vari,13,https://www.atliteg.org/lemmi/agresto/6534,6
6534,agresto,agresto,Veneto,#N/A,#N/A,Regione,1398,IV quarto del XIV secolo,16,Sec. XIV ultimo quarto,Condimenti vari,1,https://www.atliteg.org/lemmi/agresto/6534,11
6534,agresto,agresto,Italia meridionale intermedia,#N/A,#N/A,Ambito geografico sovra regionale,1400,I quarto del XV secolo,17,Sec. XIV-XV,Condimenti vari,4,https://www.atliteg.org/lemmi/agresto/6534,3
6534,agresto,agresto,Italia meridionale intermedia,#N/A,#N/A,Ambito geografico sovra regionale,1401,I quarto del XV secolo,17,Sec. XV,Condimenti vari,2,https://www.atliteg.org/lemmi/agresto/6534,3
6534,agresto,agresto,Toscana,#N/A,#N/A,Regione,1449,II quarto del XV secolo,18,Sec. XV prima metà,Condimenti vari,25,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Toscana,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Condimenti vari,79,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Lazio,#N/A,#N/A,Regione,1498,IV quarto del XV secolo,20,Sec. XV ultimo quarto,Condimenti vari,73,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Fermo,"43,1617","13,7182",Città,1498,IV quarto del XV secolo,20,1497-98,Condimenti vari,3,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Venezia,"45,4408","12,3155",Città,1499,IV quarto del XV secolo,20,Sec. XV fine,Condimenti vari,1,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Napoli,"40,8518","14,2681",Città,1500,I quarto del XVI secolo,21,fine XV sec.-inizio XVI sec.,Condimenti vari,63,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Lombardia,#N/A,#N/A,Regione,1510,I quarto del XVI secolo,21,Sec. XVI inizio,Condimenti vari,91,https://www.atliteg.org/lemmi/agresto/6534,
6534,agresto,agresto,Roma,"41,9028","12,4964",Città,1543,II quarto del XVI secolo,22,1543,Condimenti vari,1,https://www.atliteg.org/lemmi/agresto/6534,
